host_name,host_since,host_response_time,host_id,host_about
Donna,7/7/16,within a few hours,82337322,"I grew up on the Navajo nation in New Mexico and have always been a nomad, traveler, seeker of new spaces and people.  Love, Love, Love nature and you'll most likely find me in the water playing with marine life or doing yoga/meditation in Sedona, AZ or on the beach in Cali or Costa Rica - virtually anywhere I can hear the ocean or put my back next to a big tree. "
Sadiel,8/6/16,within an hour,88343790,You will love me as a host because I will go out of my way to make sure you feel welcome and comfortable with everything you may need during your stay. 
Jim,8/6/16,within an hour,88358457,
Cindy,8/28/15,a few days or more,42797060,A friendly and quiet lady who would like her cozy home to share.
Rabecca,8/20/16,within an hour,90964420,
Elias,4/22/16,within an hour,68322746,
Jeremy,2/19/16,within an hour,59509385,"I grew up in a small South Dakota town that is rural and country where everyone welcomes everyone with open arms.  There was something special about seeing my grandmother make sure everyone that visited us had a amazing time during their time with us.  I was raised under the concept that my home is your home so now 14 years later I'm excited to offer my home to others.

I am a professional with some extra rooms and space to share.  I have lived in the area for about 8 years and have a good feel for the city and have some good recommendations for what you are hoping to see in the city.  Love to travel and hope to allow you to have the best time in Dallas!  

If you are booking a Minnesota listing, I am able to offer some good recommendations through the AirBnb messaging app.

Looking forward to meeting and sharing my home with you!"
Jeremy,2/19/16,within an hour,59509385,"I grew up in a small South Dakota town that is rural and country where everyone welcomes everyone with open arms.  There was something special about seeing my grandmother make sure everyone that visited us had a amazing time during their time with us.  I was raised under the concept that my home is your home so now 14 years later I'm excited to offer my home to others.

I am a professional with some extra rooms and space to share.  I have lived in the area for about 8 years and have a good feel for the city and have some good recommendations for what you are hoping to see in the city.  Love to travel and hope to allow you to have the best time in Dallas!  

If you are booking a Minnesota listing, I am able to offer some good recommendations through the AirBnb messaging app.

Looking forward to meeting and sharing my home with you!"
Anj,8/19/15,within an hour,41923076,"I've been a fan of Airbnb since I first stayed at a property abroad. 
I'm grateful to a small team of professionals who make this all possible and who have a passion for providing a great home away from home!	
We look forward to hosting you!"
Cynthia,10/21/15,within an hour,47111572,"Though we're living in Florida now, I have a soft spot for Texas!  I am a SMU marketing grad who enjoyed time driving the Oscar Mayer Weinermobile and working in advertising/marketing in the Dallas area.  I'm now a full time Floridian raising two wild monkeys (OK maybe children) and a silly labrador by the sea.  I hope you enjoy our beautiful townhome....we have had many good times there enjoying the thriving Dallas metropolis!"
Mylene May,1/22/25,N/A,674537884,
Matt,6/23/15,within an hour,36558634,
Daniel,6/3/14,within an hour,16354066,"Entrepreneur, hard worker, dedicated husband and dad, very friendly happy human being. Thankful with God and life."
Lee,7/21/15,within an hour,39191637,"Percenti Hospitality is an Austin-based business with over 70 properties all over Texas. We are a family business and so so we try to make our homes as family friendly as possible. From family vacations, to business trips, to celebrations, we continuously strive for 5 start service by ensuring that our guests' experience is smooth from booking to checkout. Our team is highly trained and professional, and we love hosting new guests!"
Linda,9/18/16,within an hour,95719694,"
I love to garden and cook; I keep an herb and small vegetable garden in my back yard. I have two adoring cats that keep me company.

I speak Spanish and Italian and some German. I understand Portuguese and some French. 

My life's goal is to see myself as God sees me. Plus I want to see many places around the world that I have yet to see:
Mendoza, Argentina
The Klimt Museum in Austria
The gypsy caves in the S of Spain
Matchu Pitchu (sp?)
The Lavender fields in Hawaii

I want to fly first class.
I want to be remembered for my kindness.
My current desire is to travel to Cities that have a great art exhibition."
Rj,2/13/16,within an hour,58642120,"The wonderful world of Airbnb has been my focus for the last 8 years!
My motto with Airbnb hosting is ... 
""Only the Best Will Do!"" 
My approach to designing this home was for it to be both “Posh” and “Fun”!
My guests' great reviews are my ultimate reward! They let me know I hit the mark! 
I have 4 amazing children as reflected in my profile pic! 
We love spending fun time together at this home! 
The memories we’ve created here are priceless!"
Jennifer,2/16/16,within a few hours,58996139,
Mary Jo,9/19/16,within an hour,95945165,"Nature lover and organic gardener, I love being outside!
Cooking is one of my passions, as is just enjoying walking at the lake here and listening to nature sing.  I enjoy people so this is a perfect outlet for me to provide a clean & fresh house, a relaxing and hopefully fun and memorable stay for guests."
Lee,7/21/15,within an hour,39191637,"Percenti Hospitality is an Austin-based business with over 70 properties all over Texas. We are a family business and so so we try to make our homes as family friendly as possible. From family vacations, to business trips, to celebrations, we continuously strive for 5 start service by ensuring that our guests' experience is smooth from booking to checkout. Our team is highly trained and professional, and we love hosting new guests!"
Chris,9/26/16,N/A,96828245,"Young professional, sociable, traveler, coffee addict and a cook. meeting new people and expanding my network is something I enjoy. Hospitality runs in my blood and exceeding the guest expectation is what I aim for. "
Grady,12/7/13,within an hour,10487666,I'm a world traveler who is happy to extend the hospitality I have received to others. I've poured a lot of labor and love into The Urban Cloud. My joy comes from sharing it.
Josh,10/6/16,within a day,98470998,"We love to host guests from all around the world. We have hosted our property in the city and now our lake home at Cedar Creek lake. It's been a great experience. We love to travel and especially like to see what it would be like to really live in each city. Airbnb lets you do just that. We always try to help guests feel at home and suggest all the local must do’s. 

I am a Real Estate agent in Dallas and also specialize in Lake properties. 

5 things I can't live without: My daughter Stevie, my french bulldog Mustard, wifi, tacos, & the lake. 

"
